review_id,text,rating,location_sentiment,room_sentiment,service_sentiment,value_sentiment,overall_sentiment,text_length
44,"totally awesome, better expected service exceptional freindly, felt like family small staff went way little extra s not expect, 50th birthday wife went breakfast day leonor staff b.day cake singing happy birthday, totally blown away want thank leonor staff going way make day visit special time, place not 5 star staff 5+star clean bed comfy, location great just half block beach, understand hotel ranked 1 just friendly staff service, believe far best bang buck hawaii period, chuck ann kamloops b.c, canada,  ",5,4,4,3,0,11,511
45,"fantastic hotel, husband just returned 4 night stay benjamin just wanted comment lovely hotel, 1 bedroom suite spacious comfortable hotel staff friendly efficient, make use concierge knowledgable restaurant reservations great places, did not use gym spa not comment did experience certainly stay recommending friends visit new york,  ",5,0,6,6,0,12,334
46,"pants, stayed business june 2006. 5-star hotel good location amsterdam right munt tower flower stalls, n't want guess cost expensive, rooms huge amsterdam decor supposed resemble napolenic decor, staff professional courteous not friendly, no iron room send, iron item day free 10 item, day pair pants, took forever pair delivered wrong room, came women outfit staying, worst staff did n't alarmed did not try hard clothes repeatedly bother took hours correct situation, unless staying business large free money throw,  ",3,0,0,0,0,0,519
47,"awesome stayed 2 nights thanksgiving holiday watch football game town, group 6 guys stayed club level, rooms regular suite adjoining, hotel brand new rooms amazing, appointed spacious plenty room 6 guys, bed tv bathrooms bath amenities rate, club nice, comfortable typical excellent rc club offerings, service excellent, staff accomodating worked professionally personal casual manner, did not chance explore areas hotel e.g. pool restaraunt lobby check-in nice check-in breeze, dropped rattlesnake bar quick drinks nice people super friendly, experiences staff rate rc quality, location middle city far tell bars/restaraunts shopping easy walking distance.i definitely reccomend hotel business pleasure,  ",5,6,4,6,6,22,706
48,"miss looking reviews expecting decent hotel, taken note comments, difficult reconcile positive comments hotel hotel stayed makes wonder positive comments connected owners far experience hotel name.its not near beach unless near means far, near nothing actually, room smelly n't walk barefeet carpet feet sticking, ughh.avoid,  ",1,-1,-1,0,0,-2,327
49,"great place husband couple stayed breezes punta cana march, know late just opinion, none knew expect arrived wow, airport great checking hotel not problem, awe hotel, ca n't believe negative opinions place gets, guess sees things differently, want place bad make way little mind, guess goes saying treat people respect treated respect, wonderful time enjoyed stay hotel not accomodating planning returning punta cana staying breezes,  ",5,0,0,1,0,1,435
50,"petit perfect, price hotel hard beat, partner stayed 5 nights end july enjoyed moment hotel, breakfasts superb opportunity build friendships want guests, similarly late afternoon wine receptions pleasant occasion started break 8pm, stayed nikko crown plaza sf whilst merits small intimate presented located petit auberge happily come,  ",5,0,0,0,0,0,336
51,"great location wow, gem hotel, spent 4 nights swissotel march junior suite say best quality hotel stayed in.first location perfect centre amsterdam, corner dam square damrak room overlooked dam square, basically centre city filled bars shops short walk anne franks house station.the suite massive hotel clean eat meals wooden floor thats thing service class, cheap suite got reduced price dev worth checking out.bad points ones think glass door suite dosnt shower door unfrosted glass ok not bashful dont breakfast included price.but dont let bit perfect,  ",5,3,2,1,0,6,557
52,"great anniversary trip activities scuba diving included great treat expecting pay quite bit dives, thoroughly enjoyed rock climbing wall, horseback riding fun helmets needed cleaning, advantage activities resort offer staff staff extremely friendly willing help, did not sign royal service not sure missed thought received excellent service none, bring lot dollar bills tipping.restaurants el romantico steakhouse fantastic, japanese restaurant good not good, chinese good, complaint asked decaf coffee brought cup water jar decaf instant coffee, ate lunch italian restaurant times got boxes buffett restaurants days eat beach.summary excellent relaxing time definitely friends family time,  ",4,0,4,4,0,8,692
53,"wonderful experience mayfair trip england friends warned small rooms high cost, true london expensive excellent value chesterfield mayfair hotel, room appointed average size 2 twin accomodation, bathroom luxurious turn service english breakfast included 300.00 day, staff n't nicer mayfair beautiful neighborhood adjacent hyde park walking distance buckingham palace picadilly public transportation, n't miss national gallery nearby restaurant cafe crypt,  ",5,2,0,2,0,4,457
54,"excellent area great value lucky, tried real cheapies ended paying great price trendy hotel london, actually live round corner just wanted try heard good things.the rooms comfortable excellent power shower big bed fluffy pillows duvet flat screen tv lots dark wood.others like pret breakfast bag thought bit cheap, fair spent n't expect brekkie restaurant would.i definitely recommend hotel particularly young clubbing types appreciate design location,  ",4,4,2,1,3,10,454
55,"not bad upgrades not completed stayed recently 6 days, location near ikebukuro station convenient- lot places shop explore restaurants walking distance, did n't in-house restaurants previous poster stated quite pricey, business center computers printers guests not bad in-room free internet quite fast, note despite posted not rooms upgraded, 1/3 floors upgraded, non-upgraded rooms not means bad bit dated worn circa 1990s, room standard double- night non-upgraded rest upgraded room, upgraded rooms nice- deserving 4 star rating, double bed rooms tiny, barely fit 2 26 suitcases use table second luggage rack, no desk, quite comfortable, saw 2 twin-rooms size better-suited 2 people, double rooms probably best solo travelers.overall hotel great value tokyo, staff really try helpful, upgrading floors not sure planned certainly best values tokyo,  ",4,2,5,3,5,15,851
